instrument,instrument_type,instrument_year,rank,cosine_wp,cosine_wp_year,cosine_lag,cosine_similarity,rerank_wp,rerank_wp_year,rerank_lag,rerank_score
Recommendation 12,Recommendation,1961,1,ATCM1_wp022_e,1961,0,0.9270539283752441,ATCM1_wp022_e,1961,0,0.9666128
Recommendation 12,Recommendation,1961,2,ATCM1_wp014_e,1961,0,0.8987720012664795,ATCM2_wp015_e,1962,-1,0.95939845
Recommendation 12,Recommendation,1961,3,ATCM1_wp031_e,1961,0,0.8927978277206421,ATCM1_wp021_e,1961,0,0.9402653
Recommendation 12,Recommendation,1961,4,ATCM2_wp015_e,1962,-1,0.8911706209182739,ATCM3_wp023_e,1964,-3,0.93993545
Recommendation 12,Recommendation,1961,5,ATCM1_wp021_e,1961,0,0.8896507024765015,ATCM1_wp014_e,1961,0,0.9363083
Recommendation 12,Recommendation,1961,6,ATCM5_wp009_e,1968,-7,0.872901439666748,ATCM1_wp031_e,1961,0,0.9334551
Recommendation 12,Recommendation,1961,7,ATCM3_wp023_e,1964,-3,0.8701472282409668,ATCM5_wp009_e,1968,-7,0.92882305
Recommendation 12,Recommendation,1961,8,ATCM1_wp016_e,1961,0,0.8669001460075378,ATCM1_wp016_e,1961,0,0.9278485
Recommendation 12,Recommendation,1961,9,ATCM5_wp043_rev1_e,1968,-7,0.8607189655303955,ATCM3_wp006_e,1964,-3,0.92752105
Recommendation 12,Recommendation,1961,10,ATCM3_wp006_e,1964,-3,0.8575922250747681,ATCM5_wp043_rev1_e,1968,-7,0.9271921
Recommendation 52,Recommendation,1966,1,ATCM35_wp012_e,2012,-46,0.7915744781494141,ATCM4_wp042_rev2_e,1966,0,0.94996727
Recommendation 52,Recommendation,1966,2,ATCM4_wp042_e,1966,0,0.7441980838775635,ATCM4_wp042_rev1_e,1966,0,0.9447098
Recommendation 52,Recommendation,1966,3,ATCM44_wp041_e,2022,-56,0.7344470620155334,ATCM4_wp042_e,1966,0,0.93537015
Recommendation 52,Recommendation,1966,4,ATCM4_wp042_rev2_e,1966,0,0.7313650250434875,ATCM35_wp012_e,2012,-46,0.92908084
Recommendation 52,Recommendation,1966,5,ATCM4_wp042_rev1_e,1966,0,0.7279955148696899,ATCM40_wp010_rev1_e,2017,-51,0.91156626
Recommendation 52,Recommendation,1966,6,ATCM8_wp011_e,1975,-9,0.7249374389648438,ATCM44_wp041_e,2022,-56,0.91123104
Recommendation 52,Recommendation,1966,7,ATCM4_wp055_rev1_e,1966,0,0.7111959457397461,ATCM4_wp055_rev1_e,1966,0,0.8766766
Recommendation 52,Recommendation,1966,8,ATCM40_wp010_rev1_e,2017,-51,0.6978330612182617,ATCM4_wp055_e,1966,0,0.8762537
Recommendation 52,Recommendation,1966,9,ATCM4_wp055_e,1966,0,0.6958961486816406,ATCM8_wp011_e,1975,-9,0.83846825
Recommendation 52,Recommendation,1966,10,ATCM8_wp011_rev1_e,1975,-9,0.6940913200378418,ATCM8_wp011_rev1_e,1975,-9,0.83634084
Recommendation 42,Recommendation,1966,1,ATCM4_wp055_rev1_e,1966,0,0.8796453475952148,ATCM4_wp055_rev1_e,1966,0,0.95939845
Recommendation 42,Recommendation,1966,2,ATCM4_wp055_e,1966,0,0.8345500230789185,ATCM4_wp055_e,1966,0,0.9564067
Recommendation 42,Recommendation,1966,3,ATCM32_wp027_e,2009,-43,0.7676693201065063,ATCM23_wp031_e,1999,-33,0.9528557
Recommendation 42,Recommendation,1966,4,ATCM23_wp031_e,1999,-33,0.7629913091659546,ATCM32_wp027_e,2009,-43,0.94199663
Recommendation 42,Recommendation,1966,5,ATCM4_wp038_e,1966,0,0.740533709526062,ATCM4_wp038_e,1966,0,0.9336973
Recommendation 42,Recommendation,1966,6,ATCM43_wp020_e,2021,-55,0.7207992672920227,ATCM4_wp049_e,1966,0,0.92933786
Recommendation 42,Recommendation,1966,7,ATCM38_wp025_e,2015,-49,0.6927937269210815,ATCM43_wp020_e,2021,-55,0.9212798
Recommendation 42,Recommendation,1966,8,ATCM4_wp049_e,1966,0,0.6920294165611267,ATCM4_wp042_rev1_e,1966,0,0.90012664
Recommendation 42,Recommendation,1966,9,ATCM4_wp042_rev1_e,1966,0,0.683824896812439,ATCM38_wp025_e,2015,-49,0.8933466
Recommendation 42,Recommendation,1966,10,ATCM4_wp042_rev2_e,1966,0,0.6805005073547363,ATCM4_wp042_rev2_e,1966,0,0.892037
Recommendation 16,Recommendation,1961,1,ATCM1_wp024_e,1961,0,0.8690932393074036,ATCM1_wp024_e,1961,0,0.9616204
Recommendation 16,Recommendation,1961,2,ATCM2_wp016_e,1962,-1,0.772329568862915,ATCM2_wp016_e,1962,-1,0.9189469
Recommendation 16,Recommendation,1961,3,ATCM4_wp061_rev1_e,1966,-5,0.7454012632369995,ATCM2_wp026_e,1962,-1,0.9153579
Recommendation 16,Recommendation,1961,4,ATCM3_wp037_e,1964,-3,0.7428102493286133,ATCM2_wp013_e,1962,-1,0.91411066
Recommendation 16,Recommendation,1961,5,ATCM4_wp061_e,1966,-5,0.7377279996871948,ATCM6_wp027_e,1970,-9,0.8379385
Recommendation 16,Recommendation,1961,6,ATCM2_wp026_e,1962,-1,0.7265547513961792,ATCM4_wp061_rev1_e,1966,-5,0.82138824
Recommendation 16,Recommendation,1961,7,ATCM6_wp027_e,1970,-9,0.7253657579421997,ATCM22_wp008_e,1998,-37,0.8167574
Recommendation 16,Recommendation,1961,8,ATCM5_wp024_rev1_e,1968,-7,0.724723219871521,ATCM3_wp037_e,1964,-3,0.7973044
Recommendation 16,Recommendation,1961,9,ATCM2_wp013_e,1962,-1,0.7239274382591248,ATCM4_wp061_e,1966,-5,0.7928494
Recommendation 16,Recommendation,1961,10,ATCM22_wp008_e,1998,-37,0.7197654247283936,ATCM5_wp024_rev1_e,1968,-7,0.747321
Recommendation 18,Recommendation,1962,1,ATCM2_wp014_e,1962,0,0.9331029057502747,ATCM2_wp014_e,1962,0,0.9441975
Recommendation 18,Recommendation,1962,2,ATCM2_wp012_e,1962,0,0.875974178314209,ATCM2_wp012_e,1962,0,0.92195
Recommendation 18,Recommendation,1962,3,ATCM2_wp002_e,1962,0,0.8701050281524658,ATCM2_wp002_e,1962,0,0.9139429
Recommendation 18,Recommendation,1962,4,ATCM1_wp004_e,1961,1,0.8531100749969482,ATCM10_wp025_rev1_e,1979,-17,0.90598154
Recommendation 18,Recommendation,1962,5,ATCM47_wp013_e,2025,-63,0.757980465888977,ATCM1_wp004_e,1961,1,0.9056065
Recommendation 18,Recommendation,1962,6,ATCM16_wp026_e,1991,-29,0.7556715607643127,ATCM16_wp030_e,1991,-29,0.90400845
Recommendation 18,Recommendation,1962,7,ATCM10_wp025_rev1_e,1979,-17,0.7489464282989502,ATCM10_wp025_e,1979,-17,0.9029439
Recommendation 18,Recommendation,1962,8,ATCM10_wp025_e,1979,-17,0.7465978264808655,ATCM7_wp035_e,1972,-10,0.9027726
Recommendation 18,Recommendation,1962,9,ATCM16_wp030_e,1991,-29,0.7465813755989075,ATCM16_wp026_e,1991,-29,0.9023862
Recommendation 18,Recommendation,1962,10,ATCM7_wp035_e,1972,-10,0.7435840368270874,ATCM47_wp013_e,2025,-63,0.86797863
Recommendation 34,Recommendation,1964,1,ATCM3_wp025_rev3_e,1964,0,0.8711163997650146,ATCM3_wp025_rev3_e,1964,0,0.9723727
Recommendation 34,Recommendation,1964,2,ATCM3_wp025_rev2_e,1964,0,0.8528509140014648,ATCM4_wp032_rev1_e,1966,-2,0.9701947
Recommendation 34,Recommendation,1964,3,ATCM4_wp032_e,1966,-2,0.8492752313613892,ATCM4_wp032_e,1966,-2,0.967361
Recommendation 34,Recommendation,1964,4,ATCM3_wp025_rev1_e,1964,0,0.8427829742431641,ATCM3_wp025_rev2_e,1964,0,0.9650665
Recommendation 34,Recommendation,1964,5,ATCM4_wp032_rev1_e,1966,-2,0.8423655033111572,ATCM3_wp022_rev1_e,1964,0,0.9568927
Recommendation 34,Recommendation,1964,6,ATCM3_wp022_rev1_e,1964,0,0.8415435552597046,ATCM3_wp022_e,1964,0,0.95491725
Recommendation 34,Recommendation,1964,7,ATCM4_wp063_e,1966,-2,0.839715838432312,ATCM4_wp063_e,1966,-2,0.951612
Recommendation 34,Recommendation,1964,8,ATCM3_wp022_e,1964,0,0.8267261385917664,ATCM3_wp025_rev1_e,1964,0,0.9510695
Recommendation 34,Recommendation,1964,9,ATCM3_wp014_e,1964,0,0.8037304878234863,ATCM3_wp025_e,1964,0,0.9447098
Recommendation 34,Recommendation,1964,10,ATCM3_wp025_e,1964,0,0.8008355498313904,ATCM3_wp014_e,1964,0,0.94284445
Recommendation 8,Recommendation,1961,1,ATCM1_wp001_e,1961,0,0.9066264629364014,ATCM1_wp001_e,1961,0,0.9815669
Recommendation 8,Recommendation,1961,2,ATCM2_wp022_e,1962,-1,0.8630450367927551,ATCM1_wp033_e,1961,0,0.9762744
Recommendation 8,Recommendation,1961,3,ATCM1_wp033_e,1961,0,0.8486070036888123,ATCM2_wp022_e,1962,-1,0.9663597
Recommendation 8,Recommendation,1961,4,ATCM2_wp007_e,1962,-1,0.8326488137245178,ATCM2_wp007_e,1962,-1,0.9587854
Recommendation 8,Recommendation,1961,5,ATCM4_wp040_e,1966,-5,0.827887773513794,ATCM3_wp016_rev2_e,1964,-3,0.9544101
Recommendation 8,Recommendation,1961,6,ATCM4_wp034_e,1966,-5,0.8271335959434509,ATCM4_wp041_e,1966,-5,0.9517915
Recommendation 8,Recommendation,1961,7,ATCM4_wp041_rev1_e,1966,-5,0.8197449445724487,ATCM4_wp040_e,1966,-5,0.9503373
Recommendation 8,Recommendation,1961,8,ATCM4_wp041_e,1966,-5,0.812147319316864,ATCM4_wp034_e,1966,-5,0.9503373
Recommendation 8,Recommendation,1961,9,ATCM4_wp009_e,1966,-5,0.7926123738288879,ATCM4_wp041_rev1_e,1966,-5,0.9484609
Recommendation 8,Recommendation,1961,10,ATCM3_wp016_rev2_e,1964,-3,0.7876787781715393,ATCM4_wp009_e,1966,-5,0.94048434
Recommendation 28,Recommendation,1964,1,ATCM3_wp020_rev1_e,1964,0,0.9060510993003845,ATCM3_wp020_rev1_e,1964,0,0.9717361
Recommendation 28,Recommendation,1964,2,ATCM3_wp020_e,1964,0,0.8774470090866089,ATCM3_wp020_e,1964,0,0.9685721
Recommendation 28,Recommendation,1964,3,ATCM3_wp024_e,1964,0,0.7542047500610352,ATCM8_wp008_e,1975,-11,0.9608931
Recommendation 28,Recommendation,1964,4,ATCM14_wp015_e,1987,-23,0.7425848245620728,ATCM7_wp031_e,1972,-8,0.9519705
Recommendation 28,Recommendation,1964,5,ATCM8_wp008_e,1975,-11,0.7348122000694275,ATCM1_wp007_e,1961,3,0.938373
Recommendation 28,Recommendation,1964,6,ATCM5_wp019_e,1968,-4,0.7217075824737549,ATCM3_wp024_e,1964,0,0.93148744
Recommendation 28,Recommendation,1964,7,ATCM1_wp007_e,1961,3,0.7216273546218872,ATCM4_wp018_rev1_e,1966,-2,0.92933786
Recommendation 28,Recommendation,1964,8,ATCM4_wp018_rev1_e,1966,-2,0.721442461013794,ATCM5_wp019_e,1968,-4,0.9234129
Recommendation 28,Recommendation,1964,9,ATCM16_wp042_e,1991,-27,0.7206974029541016,ATCM16_wp042_e,1991,-27,0.9206043
Recommendation 28,Recommendation,1964,10,ATCM7_wp031_e,1972,-8,0.7203456163406372,ATCM14_wp015_e,1987,-23,0.90975875
Recommendation 156,Recommendation,1985,1,ATCM4_wp054_rev1_e,1966,19,0.8767846822738647,ATCM4_wp054_rev1_e,1966,19,0.9437843
Recommendation 156,Recommendation,1985,2,ATCM4_wp054_e,1966,19,0.85881507396698,ATCM4_wp054_e,1966,19,0.93247795
Recommendation 156,Recommendation,1985,3,ATCM38_wp001_e,2015,-30,0.8000496625900269,ATCM31_wp013_e,2008,-23,0.92491853
Recommendation 156,Recommendation,1985,4,ATCM31_wp013_e,2008,-23,0.7981575727462769,ATCM43_wp006_e,2021,-36,0.92237055
Recommendation 156,Recommendation,1985,5,ATCM43_wp006_e,2021,-36,0.7875217199325562,ATCM38_wp001_e,2015,-30,0.91131
Recommendation 156,Recommendation,1985,6,ATCM4_wp038_e,1966,19,0.7570537328720093,ATCM4_wp038_e,1966,19,0.90860975
Recommendation 156,Recommendation,1985,7,ATCM4_wp053_rev1_e,1966,19,0.7412236928939819,ATCM8_wp001_e,1975,10,0.88704807
Recommendation 156,Recommendation,1985,8,ATCM4_wp053_e,1966,19,0.7380399703979492,ATCM4_wp053_e,1966,19,0.84522843
Recommendation 156,Recommendation,1985,9,ATCM8_wp001_e,1975,10,0.7348545789718628,ATCM4_wp053_rev1_e,1966,19,0.8236691
Recommendation 156,Recommendation,1985,10,ATCM32_wp022_e,2009,-24,0.7257771492004395,ATCM32_wp022_e,2009,-24,0.7688026
Resolution 237,Resolution,1996,1,ATCM35_wp046_e,2012,-16,0.7464281916618347,ATCM24_wp016_e,2001,-5,0.9446076
Resolution 237,Resolution,1996,2,ATCM20_wp013_e,1996,0,0.731520414352417,ATCM31_wp061_e,2008,-12,0.9387109
Resolution 237,Resolution,1996,3,ATCM24_wp016_e,2001,-5,0.7291728258132935,ATCM20_wp013_e,1996,0,0.9329682
Resolution 237,Resolution,1996,4,ATCM42_wp058_e,2019,-23,0.7229390144348145,ATCM30_wp038_e,2007,-11,0.9329682
Resolution 237,Resolution,1996,5,ATCM31_wp061_e,2008,-12,0.7220888733863831,ATCM32_wp003_e,2009,-13,0.9317363
Resolution 237,Resolution,1996,6,ATCM30_wp038_e,2007,-11,0.7165945768356323,ATCM35_wp046_e,2012,-16,0.86685556
Resolution 237,Resolution,1996,7,ATCM25_wp004_e,2002,-6,0.7091450095176697,ATCM25_wp004_e,2002,-6,0.8522482
Resolution 237,Resolution,1996,8,ATCM32_wp003_e,2009,-13,0.7012398838996887,ATCM40_wp047_e,2017,-21,0.8314717
Resolution 237,Resolution,1996,9,ATCM40_wp047_e,2017,-21,0.7012215852737427,ATCM42_wp058_e,2019,-23,0.8314717
Resolution 237,Resolution,1996,10,ATCM5_wp046_e,1968,28,0.6993867754936218,ATCM5_wp046_e,1968,28,0.7973044
Recommendation 13,Recommendation,1961,1,ATCM1_wp026_e,1961,0,0.8742727041244507,ATCM1_wp026_e,1961,0,0.9773362
Recommendation 13,Recommendation,1961,2,ATCM1_wp020_e,1961,0,0.8275831937789917,ATCM1_wp020_e,1961,0,0.962617
Recommendation 13,Recommendation,1961,3,ATCM1_wp011_e,1961,0,0.7843647003173828,ATCM1_wp011_e,1961,0,0.9519705
Recommendation 13,Recommendation,1961,4,ATCM1_wp029_e,1961,0,0.6734472513198853,ATCM1_wp008_e,1961,0,0.8994221
Recommendation 13,Recommendation,1961,5,ATCM3_wp006_e,1964,-3,0.6717785000801086,ATCM1_wp029_e,1961,0,0.8941811
Recommendation 13,Recommendation,1961,6,ATCM3_wp027_e,1964,-3,0.664881706237793,ATCM3_wp007_e,1964,-3,0.88995034
Recommendation 13,Recommendation,1961,7,ATCM3_wp036_e,1964,-3,0.6638435125350952,ATCM3_wp027_e,1964,-3,0.8762537
Recommendation 13,Recommendation,1961,8,ATCM1_wp008_e,1961,0,0.6593213677406311,ATCM3_wp006_e,1964,-3,0.8715186
Recommendation 13,Recommendation,1961,9,ATCM4_wp018_e,1966,-5,0.6556580066680908,ATCM3_wp036_e,1964,-3,0.8693157
Recommendation 13,Recommendation,1961,10,ATCM3_wp007_e,1964,-3,0.6553478240966797,ATCM4_wp018_e,1966,-5,0.84927243
Recommendation 53,Recommendation,1966,1,ATCM4_wp042_e,1966,0,0.7733171582221985,ATCM4_wp042_rev2_e,1966,0,0.9433685
Recommendation 53,Recommendation,1966,2,ATCM4_wp042_rev1_e,1966,0,0.7709479331970215,ATCM4_wp042_rev1_e,1966,0,0.9333337
Recommendation 53,Recommendation,1966,3,ATCM35_wp010_e,2012,-46,0.7703434824943542,ATCM35_wp010_e,2012,-46,0.926994
Recommendation 53,Recommendation,1966,4,ATCM4_wp042_rev2_e,1966,0,0.7695280909538269,ATCM4_wp042_e,1966,0,0.92672926
Recommendation 53,Recommendation,1966,5,ATCM4_wp038_e,1966,0,0.745377779006958,ATCM44_wp042_e,2022,-56,0.92078257
Recommendation 53,Recommendation,1966,6,ATCM44_wp042_e,2022,-56,0.7450021505355835,ATCM4_wp038_e,1966,0,0.88407934
Recommendation 53,Recommendation,1966,7,ATCM4_wp048_rev1_e,1966,0,0.736031174659729,ATCM4_wp048_e,1966,0,0.8670808
Recommendation 53,Recommendation,1966,8,ATCM4_wp055_rev1_e,1966,0,0.7344892024993896,ATCM4_wp047_rev1_e,1966,0,0.86041605
Recommendation 53,Recommendation,1966,9,ATCM4_wp047_rev1_e,1966,0,0.7334893345832825,ATCM4_wp048_rev1_e,1966,0,0.86041605
Recommendation 53,Recommendation,1966,10,ATCM4_wp048_e,1966,0,0.7304478883743286,ATCM4_wp055_rev1_e,1966,0,0.8542049
Recommendation 152,Recommendation,1985,1,ATCM8_wp002_e,1975,10,0.8575519323348999,ATCM43_wp003_e,2021,-36,0.9708651
Recommendation 152,Recommendation,1985,2,ATCM10_wp004_e,1979,6,0.8364961743354797,ATCM37_wp007_e,2014,-29,0.9701947
Recommendation 152,Recommendation,1985,3,ATCM10_wp031_rev1_e,1979,6,0.8347456455230713,ATCM8_wp035_e,1975,10,0.93904716
Recommendation 152,Recommendation,1985,4,ATCM10_wp031_e,1979,6,0.8339240550994873,ATCM10_wp031_rev1_e,1979,6,0.9169054
Recommendation 152,Recommendation,1985,5,ATCM16_wp020_e,1991,-6,0.8336954116821289,ATCM10_wp031_e,1979,6,0.9135459
Recommendation 152,Recommendation,1985,6,ATCM8_wp035_e,1975,10,0.8271410465240479,ATCM8_wp002_e,1975,10,0.9047263
Recommendation 152,Recommendation,1985,7,ATCM37_wp007_e,2014,-29,0.8246766328811646,ATCM10_wp004_e,1979,6,0.8999509
Recommendation 152,Recommendation,1985,8,ATCM43_wp003_e,2021,-36,0.8183422088623047,ATCM16_wp020_e,1991,-6,0.8991568
Recommendation 152,Recommendation,1985,9,ATCM12_wp014_rev1_e,1983,2,0.8139804601669312,ATCM12_wp014_rev1_e,1983,2,0.88407934
Recommendation 152,Recommendation,1985,10,ATCM24_wp033_e,2001,-16,0.8137215375900269,ATCM24_wp033_e,2001,-16,0.87020063
Recommendation 35,Recommendation,1964,1,ATCM4_wp045_rev1_e,1966,-2,0.8460948467254639,ATCM3_wp001_e,1964,0,0.9533793
Recommendation 35,Recommendation,1964,2,ATCM3_wp002_e,1964,0,0.8334108591079712,ATCM3_wp002_e,1964,0,0.9437843
Recommendation 35,Recommendation,1964,3,ATCM4_wp045_e,1966,-2,0.833388090133667,ATCM4_wp045_rev1_e,1966,-2,0.9336973
Recommendation 35,Recommendation,1964,4,ATCM5_wp010_e,1968,-4,0.8038085699081421,ATCM4_wp045_e,1966,-2,0.92712605
Recommendation 35,Recommendation,1964,5,ATCM5_wp003_rev2_e,1968,-4,0.8031463623046875,ATCM5_wp003_rev2_e,1968,-4,0.92586255
Recommendation 35,Recommendation,1964,6,ATCM7_wp036_e,1972,-8,0.8021563291549683,ATCM7_wp036_e,1972,-8,0.9236199
Recommendation 35,Recommendation,1964,7,ATCM3_wp040_e,1964,0,0.7909430265426636,ATCM7_wp006_e,1972,-8,0.92223054
Recommendation 35,Recommendation,1964,8,ATCM3_wp001_e,1964,0,0.7879576683044434,ATCM3_wp040_e,1964,0,0.9213152
Recommendation 35,Recommendation,1964,9,ATCM7_wp006_e,1972,-8,0.784207820892334,ATCM16_wp049_e,1991,-27,0.92024666
Recommendation 35,Recommendation,1964,10,ATCM16_wp049_e,1991,-27,0.7828230261802673,ATCM5_wp010_e,1968,-4,0.896015
Recommendation 17,Recommendation,1961,1,ATCM1_wp030_e,1961,0,0.8413410186767578,ATCM25_wp045_e,2002,-41,0.92410076
Recommendation 17,Recommendation,1961,2,ATCM1_wp023_e,1961,0,0.7835623025894165,ATCM20_wp020_e,1996,-35,0.8808381
Recommendation 17,Recommendation,1961,3,ATCM34_wp025_e,2011,-50,0.7649979591369629,ATCM21_wp024_e,1997,-36,0.8791883
Recommendation 17,Recommendation,1961,4,ATCM1_wp029_e,1961,0,0.7620063424110413,ATCM34_wp025_e,2011,-50,0.8566205
Recommendation 17,Recommendation,1961,5,ATCM21_wp024_e,1997,-36,0.74991375207901,ATCM1_wp030_e,1961,0,0.8527394
Recommendation 17,Recommendation,1961,6,ATCM20_wp020_e,1996,-35,0.7380235195159912,ATCM1_wp023_e,1961,0,0.8196625
Recommendation 17,Recommendation,1961,7,ATCM25_wp045_e,2002,-41,0.7373051643371582,ATCM24_wp004_e,2001,-40,0.8047744
Recommendation 17,Recommendation,1961,8,ATCM11_wp038_e,1981,-20,0.7181612253189087,ATCM12_wp010_e,1983,-22,0.7715682
Recommendation 17,Recommendation,1961,9,ATCM12_wp010_e,1983,-22,0.7176746726036072,ATCM1_wp029_e,1961,0,0.7276659
Recommendation 17,Recommendation,1961,10,ATCM24_wp004_e,2001,-40,0.7150622606277466,ATCM11_wp038_e,1981,-20,0.6348603
Recommendation 9,Recommendation,1961,1,ATCM1_wp025_e,1961,0,0.9002074599266052,ATCM1_wp025_e,1961,0,0.9586308
Recommendation 9,Recommendation,1961,2,ATCM2_wp018_e,1962,-1,0.8890117406845093,ATCM2_wp018_e,1962,-1,0.95624363
Recommendation 9,Recommendation,1961,3,ATCM2_wp004_e,1962,-1,0.881988525390625,ATCM2_wp004_e,1962,-1,0.9547488
Recommendation 9,Recommendation,1961,4,ATCM9_wp073_e,1977,-16,0.8672100305557251,ATCM9_wp058_e,1977,-16,0.9407027
Recommendation 9,Recommendation,1961,5,ATCM8_wp016_rev1_e,1975,-14,0.8559598922729492,ATCM1_wp015_e,1961,0,0.9396037
Recommendation 9,Recommendation,1961,6,ATCM9_wp058_e,1977,-16,0.8490030765533447,ATCM9_wp034_e,1977,-16,0.9354881
Recommendation 9,Recommendation,1961,7,ATCM1_wp015_e,1961,0,0.8478136658668518,ATCM8_wp016_rev1_e,1975,-14,0.9319843
Recommendation 9,Recommendation,1961,8,ATCM10_wp052_e,1979,-18,0.847750723361969,ATCM9_wp073_e,1977,-16,0.9311125
Recommendation 9,Recommendation,1961,9,ATCM9_wp034_e,1977,-16,0.8461337685585022,ATCM9_wp082_e,1977,-16,0.92997646
Recommendation 9,Recommendation,1961,10,ATCM9_wp082_e,1977,-16,0.8433836698532104,ATCM10_wp052_e,1979,-18,0.92471486
Recommendation 43,Recommendation,1966,1,ATCM4_wp052_rev1_e,1966,0,0.8352301716804504,ATCM4_wp052_rev1_e,1966,0,0.9517915
Recommendation 43,Recommendation,1966,2,ATCM4_wp052_e,1966,0,0.792823314666748,ATCM4_wp052_e,1966,0,0.94788504
Recommendation 43,Recommendation,1966,3,ATCM21_wp005_rev2_e,1997,-31,0.7337944507598877,ATCM4_wp038_e,1966,0,0.93357635
Recommendation 43,Recommendation,1966,4,ATCM43_wp022_e,2021,-55,0.6992136240005493,ATCM21_wp005_rev2_e,1997,-31,0.9323548
Recommendation 43,Recommendation,1966,5,ATCM4_wp038_e,1966,0,0.6962991952896118,ATCM43_wp022_e,2021,-55,0.9166073
Recommendation 43,Recommendation,1966,6,ATCM4_wp055_rev1_e,1966,0,0.686671793460846,ATCM4_wp055_rev1_e,1966,0,0.86662996
Recommendation 43,Recommendation,1966,7,ATCM4_wp053_rev1_e,1966,0,0.6743170022964478,ATCM4_wp053_rev1_e,1966,0,0.8657243
Recommendation 43,Recommendation,1966,8,ATCM4_wp048_rev1_e,1966,0,0.6674625873565674,ATCM4_wp047_rev1_e,1966,0,0.86181754
Recommendation 43,Recommendation,1966,9,ATCM4_wp047_rev1_e,1966,0,0.6659988164901733,ATCM4_wp048_rev1_e,1966,0,0.8613517
Recommendation 43,Recommendation,1966,10,ATCM4_wp055_e,1966,0,0.6604946851730347,ATCM4_wp055_e,1966,0,0.8575773
Recommendation 205,Recommendation,1991,1,ATCM16_wp013_e,1991,0,0.9139723777770996,ATCM16_wp013_e,1991,0,0.9537254
Recommendation 205,Recommendation,1991,2,ATCM25_wp016_e,2002,-11,0.8105441331863403,ATCM25_wp016_e,2002,-11,0.92368877
Recommendation 205,Recommendation,1991,3,ATCM26_wp032_e,2003,-12,0.7551084160804749,ATCM26_wp032_e,2003,-12,0.91679376
Recommendation 205,Recommendation,1991,4,ATCM35_wp019_e,2012,-21,0.7281154990196228,ATCM31_wp025_rev1_e,2008,-17,0.87433493
Recommendation 205,Recommendation,1991,5,ATCM31_wp025_rev1_e,2008,-17,0.7157647609710693,ATCM35_wp019_e,2012,-21,0.8708611
Recommendation 205,Recommendation,1991,6,ATCM30_wp011_e,2007,-16,0.6991680264472961,ATCM25_wp017_e,2002,-11,0.7928494
Recommendation 205,Recommendation,1991,7,ATCM26_wp016_rev1_e,2003,-12,0.6846736669540405,ATCM26_wp016_e,2003,-12,0.7715682
Recommendation 205,Recommendation,1991,8,ATCM25_wp029_e,2002,-11,0.6835469603538513,ATCM26_wp016_rev1_e,2003,-12,0.7603661
Recommendation 205,Recommendation,1991,9,ATCM26_wp016_e,2003,-12,0.6800813674926758,ATCM30_wp011_e,2007,-16,0.74879336
Recommendation 205,Recommendation,1991,10,ATCM25_wp017_e,2002,-11,0.6729628443717957,ATCM25_wp029_e,2002,-11,0.73228556
Resolution 238,Resolution,1996,1,ATCM20_wp018_e,1996,0,0.890834391117096,ATCM20_wp018_e,1996,0,0.9701947
Resolution 238,Resolution,1996,2,ATCM25_wp009_e,2002,-6,0.8016240000724792,ATCM25_wp009_e,2002,-6,0.9532054
Resolution 238,Resolution,1996,3,ATCM28_wp011_e,2005,-9,0.7489509582519531,ATCM20_wp005_e,1996,0,0.9528557
Resolution 238,Resolution,1996,4,ATCM20_wp005_e,1996,0,0.7427591681480408,ATCM22_wp003_e,1998,-2,0.94491345
Resolution 238,Resolution,1996,5,ATCM20_wp016_e,1996,0,0.7425674200057983,ATCM20_wp016_e,1996,0,0.94188976
Resolution 238,Resolution,1996,6,ATCM22_wp003_e,1998,-2,0.736331582069397,ATCM28_wp011_e,2005,-9,0.90552294
Resolution 238,Resolution,1996,7,ATCM34_wp057_e,2011,-15,0.7309849262237549,ATCM34_wp057_e,2011,-15,0.9034562
Resolution 238,Resolution,1996,8,ATCM35_wp044_e,2012,-16,0.7270292043685913,ATCM35_wp044_e,2012,-16,0.8932535
Resolution 238,Resolution,1996,9,ATCM45_wp054_rev1_e,2023,-27,0.7188323736190796,ATCM45_wp054_rev1_e,2023,-27,0.88307476
Resolution 238,Resolution,1996,10,ATCM37_wp033_e,2014,-18,0.7165349721908569,ATCM37_wp033_e,2014,-18,0.88124746
Recommendation 199,Recommendation,1991,1,ATCM16_wp016_e,1991,0,0.8085104823112488,ATCM16_wp016_e,1991,0,0.9474978
Recommendation 199,Recommendation,1991,2,ATCM16_wp012_e,1991,0,0.7933545708656311,ATCM16_wp057_e,1991,0,0.9373486
Recommendation 199,Recommendation,1991,3,ATCM15_wp028_e,1989,2,0.7770805358886719,ATCM16_wp054_e,1991,0,0.9370036
Recommendation 199,Recommendation,1991,4,ATCM16_wp057_e,1991,0,0.7721432447433472,ATCM8_wp035_e,1975,16,0.9154619
Recommendation 199,Recommendation,1991,5,ATCM8_wp035_e,1975,16,0.7537320852279663,ATCM30_wp025_e,2007,-16,0.9132237
Recommendation 199,Recommendation,1991,6,ATCM32_wp053_e,2009,-18,0.7535644173622131,ATCM15_wp028_e,1989,2,0.9095581
Recommendation 199,Recommendation,1991,7,ATCM4_wp048_e,1966,25,0.7473983764648438,ATCM16_wp012_e,1991,0,0.9089134
