instrument,instrument_type,instrument_year,rank,cosine_wp,cosine_wp_year,cosine_lag,cosine_similarity,rerank_wp,rerank_wp_year,rerank_lag,rerank_score
Resolution 348,Resolution,2005,7,ATCM9_wp046_e,1977,28,0.7282732725143433,ATCM29_wp036_e,2006,-1,0.905815
Resolution 348,Resolution,2005,8,ATCM21_wp009_e,1997,8,0.7201845645904541,ATCM9_wp046_rev1_e,1977,28,0.90400845
Resolution 348,Resolution,2005,9,ATCM8_wp009_rev1_e,1975,30,0.7134350538253784,ATCM10_wp040_rev3_e,1979,26,0.9020415
Resolution 348,Resolution,2005,10,ATCM10_wp040_rev3_e,1979,26,0.7129291296005249,ATCM21_wp009_e,1997,8,0.8791883
Decision 512,Decision,2012,1,ATCM26_wp011_e,2003,9,0.810055136680603,ATCM26_wp005_e,2003,9,0.93381816
Decision 512,Decision,2012,2,ATCM27_wp030_rev1_e,2004,8,0.8037064075469971,ATCM27_wp030_rev1_e,2004,8,0.91638315
Decision 512,Decision,2012,3,ATCM25_wp049_e,2002,10,0.7835054397583008,ATCM27_wp029_e,2004,8,0.9153295
Decision 512,Decision,2012,4,ATCM26_wp005_e,2003,9,0.7718949913978577,ATCM24_wp037_e,2001,11,0.9129513
Decision 512,Decision,2012,5,ATCM18_wp008_e,1994,18,0.7661416530609131,ATCM26_wp011_e,2003,9,0.9110927
Decision 512,Decision,2012,6,ATCM24_wp037_e,2001,11,0.7596654891967773,ATCM25_wp049_e,2002,10,0.89791036
Decision 512,Decision,2012,7,ATCM27_wp029_e,2004,8,0.7530079483985901,ATCM30_wp044_e,2007,5,0.89109284
Decision 512,Decision,2012,8,ATCM17_wp007_e,1992,20,0.7497815489768982,ATCM18_wp008_e,1994,18,0.8732581
Decision 512,Decision,2012,9,ATCM17_wp019_e,1992,20,0.7496377825737,ATCM17_wp019_e,1992,20,0.86640406
Decision 512,Decision,2012,10,ATCM30_wp044_e,2007,5,0.7476156949996948,ATCM17_wp007_e,1992,20,0.8546907
Decision 325,Decision,2004,1,ATCM26_wp004_e,2003,1,0.8715943098068237,ATCM26_wp004_e,2003,1,0.94865155
Decision 325,Decision,2004,2,ATCM23_wp040_e,1999,5,0.8222613334655762,ATCM25_wp041_e,2002,2,0.9301036
Decision 325,Decision,2004,3,ATCM25_wp041_e,2002,2,0.8205753564834595,ATCM27_wp003_e,2004,0,0.9199955
Decision 325,Decision,2004,4,ATCM27_wp003_e,2004,0,0.8002843856811523,ATCM24_wp026_e,2001,3,0.907345
Decision 325,Decision,2004,5,ATCM24_wp026_e,2001,3,0.7959198951721191,ATCM23_wp040_e,1999,5,0.8935326
Decision 325,Decision,2004,6,ATCM22_wp017_e,1998,6,0.7742128372192383,ATCM30_wp023_e,2007,-3,0.8802217
Decision 325,Decision,2004,7,ATCM31_wp036_e,2008,-4,0.768944501876831,ATCM31_wp036_e,2008,-4,0.85126173
Decision 325,Decision,2004,8,ATCM30_wp023_e,2007,-3,0.7619613409042358,ATCM33_wp001_e,2010,-6,0.8352686
Decision 325,Decision,2004,9,ATCM33_wp001_e,2010,-6,0.7607895135879517,ATCM22_wp017_e,1998,6,0.8270472
Decision 325,Decision,2004,10,ATCM26_wp037_e,2003,1,0.7560485601425171,ATCM26_wp037_e,2003,1,0.8047744
Measure 404,Measure,2008,1,ATCM42_wp049_e,2019,-11,0.8970404863357544,ATCM42_wp049_e,2019,-11,0.9710852
Measure 404,Measure,2008,2,ATCM36_wp060_e,2013,-5,0.8909921646118164,ATCM36_wp060_e,2013,-5,0.9710852
Measure 404,Measure,2008,3,ATCM46_wp032_e,2024,-16,0.8851391077041626,ATCM46_wp032_e,2024,-16,0.96833336
Measure 404,Measure,2008,4,ATCM36_wp030_e,2013,-5,0.8339179754257202,ATCM31_wp007_e,2008,0,0.9610396
Measure 404,Measure,2008,5,ATCM35_wp060_e,2012,-4,0.8334623575210571,ATCM36_wp030_e,2013,-5,0.8497718
Measure 404,Measure,2008,6,ATCM39_wp027_e,2016,-8,0.8317244052886963,ATCM46_wp023_e,2024,-16,0.8497718
Measure 404,Measure,2008,7,ATCM39_wp026_e,2016,-8,0.8315246105194092,ATCM39_wp027_e,2016,-8,0.8457387
Measure 404,Measure,2008,8,ATCM46_wp023_e,2024,-16,0.8307409286499023,ATCM39_wp026_e,2016,-8,0.8457387
Measure 404,Measure,2008,9,ATCM31_wp007_e,2008,0,0.8306363224983215,ATCM43_wp045_e,2021,-13,0.8379385
Measure 404,Measure,2008,10,ATCM43_wp045_e,2021,-13,0.826987087726593,ATCM35_wp060_e,2012,-4,0.8138162
Decision 342,Decision,2005,1,ATCM27_wp030_rev1_e,2004,1,0.8873652219772339,ATCM26_wp005_e,2003,2,0.9417828
Decision 342,Decision,2005,2,ATCM26_wp011_e,2003,2,0.8264256715774536,ATCM27_wp030_rev1_e,2004,1,0.93993545
Decision 342,Decision,2005,3,ATCM27_wp029_e,2004,1,0.8221656084060669,ATCM27_wp029_e,2004,1,0.9333337
Decision 342,Decision,2005,4,ATCM26_wp005_e,2003,2,0.7959675788879395,ATCM26_wp011_e,2003,2,0.9290166
Decision 342,Decision,2005,5,ATCM25_wp046_e,2002,3,0.7904068827629089,ATCM25_wp046_e,2002,3,0.90726286
Decision 342,Decision,2005,6,ATCM18_wp008_e,1994,11,0.7728780508041382,ATCM24_wp037_e,2001,4,0.9039236
Decision 342,Decision,2005,7,ATCM25_wp049_e,2002,3,0.7711924314498901,ATCM25_wp049_e,2002,3,0.8745494
Decision 342,Decision,2005,8,ATCM24_wp037_e,2001,4,0.7637598514556885,ATCM25_wp044_e,2002,3,0.8585289
Decision 342,Decision,2005,9,ATCM17_wp007_e,1992,13,0.7588462829589844,ATCM18_wp008_e,1994,11,0.83899665
Decision 342,Decision,2005,10,ATCM25_wp044_e,2002,3,0.7524982690811157,ATCM17_wp007_e,1992,13,0.8242356
Recommendation 104,Recommendation,1975,1,ATCM8_wp035_e,1975,0,0.8911795616149902,ATCM8_wp035_e,1975,0,0.9631751
Recommendation 104,Recommendation,1975,2,ATCM8_wp002_e,1975,0,0.86603182554245,ATCM10_wp004_e,1979,-4,0.9459213
Recommendation 104,Recommendation,1975,3,ATCM10_wp031_rev1_e,1979,-4,0.8562487363815308,ATCM8_wp002_e,1975,0,0.9434727
Recommendation 104,Recommendation,1975,4,ATCM10_wp031_e,1979,-4,0.8538020849227905,ATCM10_wp039_e,1979,-4,0.9431594
Recommendation 104,Recommendation,1975,5,ATCM24_wp033_e,2001,-26,0.8527654409408569,ATCM10_wp031_rev1_e,1979,-4,0.9423159
Recommendation 104,Recommendation,1975,6,ATCM16_wp020_e,1991,-16,0.8373714089393616,ATCM10_wp039_rev1_e,1979,-4,0.9422097
Recommendation 104,Recommendation,1975,7,ATCM10_wp004_e,1979,-4,0.8201713562011719,ATCM10_wp031_e,1979,-4,0.9378058
Recommendation 104,Recommendation,1975,8,ATCM10_wp039_rev1_e,1979,-4,0.8003490567207336,ATCM16_wp020_e,1991,-16,0.9357234
Recommendation 104,Recommendation,1975,9,ATCM10_wp039_e,1979,-4,0.7987445592880249,ATCM24_wp033_e,2001,-26,0.9083053
Recommendation 104,Recommendation,1975,10,ATCM8_wp012_e,1975,0,0.7965185046195984,ATCM8_wp012_e,1975,0,0.8997749
Measure 481,Measure,2011,1,ATCM45_wp002_rev1_e,2023,-12,0.844008207321167,ATCM44_wp003_e,2022,-11,0.9838223
Measure 481,Measure,2011,2,ATCM34_wp009_e,2011,0,0.8291118144989014,ATCM39_wp003_e,2016,-5,0.9833174
Measure 481,Measure,2011,3,ATCM33_wp034_e,2010,1,0.8236639499664307,ATCM34_wp009_e,2011,0,0.9831887
Measure 481,Measure,2011,4,ATCM43_wp025_rev1_e,2021,-10,0.822613000869751,ATCM45_wp002_rev1_e,2023,-12,0.9814249
Measure 481,Measure,2011,5,ATCM39_wp003_e,2016,-5,0.8220561742782593,ATCM38_wp026_e,2015,-4,0.9356059
Measure 481,Measure,2011,6,ATCM35_wp044_e,2012,-1,0.8175519704818726,ATCM35_wp044_e,2012,-1,0.9143022
Measure 481,Measure,2011,7,ATCM38_wp026_e,2015,-4,0.8164821863174438,ATCM33_wp034_e,2010,1,0.9117481
Measure 481,Measure,2011,8,ATCM24_wp033_e,2001,10,0.8141413927078247,ATCM43_wp025_rev1_e,2021,-10,0.91086507
Measure 481,Measure,2011,9,ATCM44_wp003_e,2022,-11,0.8105028867721558,ATCM24_wp033_e,2001,10,0.90362644
Measure 481,Measure,2011,10,ATCM35_wp058_e,2012,-1,0.8057321310043335,ATCM35_wp058_e,2012,-1,0.87347406
Resolution 494,Resolution,2011,1,ATCM34_wp040_e,2011,0,0.870489239692688,ATCM35_wp031_e,2012,-1,0.9838223
Resolution 494,Resolution,2011,2,ATCM35_wp031_e,2012,-1,0.8522962927818298,ATCM34_wp040_e,2011,0,0.9764547
Resolution 494,Resolution,2011,3,ATCM22_wp022_e,1998,13,0.8052800893783569,ATCM37_wp047_rev1_e,2014,-3,0.9271921
Resolution 494,Resolution,2011,4,ATCM18_wp004_e,1994,17,0.7713860273361206,ATCM16_wp047_e,1991,20,0.9132237
Resolution 494,Resolution,2011,5,ATCM23_wp027_e,1999,12,0.7709488868713379,ATCM16_wp047_rev1_e,1991,20,0.9117678
Resolution 494,Resolution,2011,6,ATCM37_wp047_rev1_e,2014,-3,0.769728422164917,ATCM18_wp004_e,1994,17,0.89959866
Resolution 494,Resolution,2011,7,ATCM18_wp031_e,1994,17,0.7676492929458618,ATCM18_wp031_e,1994,17,0.8982678
Resolution 494,Resolution,2011,8,ATCM16_wp047_e,1991,20,0.7669192552566528,ATCM22_wp022_e,1998,13,0.8967407
Resolution 494,Resolution,2011,9,ATCM16_wp047_rev1_e,1991,20,0.7650517225265503,ATCM23_wp027_e,1999,12,0.8686486
Resolution 494,Resolution,2011,10,ATCM15_wp023_e,1989,22,0.7607529759407043,ATCM15_wp023_e,1989,22,0.8632072
Recommendation 150,Recommendation,1985,1,ATCM10_wp031_rev1_e,1979,6,0.9135091304779053,ATCM16_wp020_e,1991,-6,0.9642677
Recommendation 150,Recommendation,1985,2,ATCM10_wp031_e,1979,6,0.9078852534294128,ATCM24_wp033_e,2001,-16,0.9619076
Recommendation 150,Recommendation,1985,3,ATCM24_wp033_e,2001,-16,0.9034463167190552,ATCM8_wp035_e,1975,10,0.95816356
Recommendation 150,Recommendation,1985,4,ATCM16_wp020_e,1991,-6,0.8995788097381592,ATCM12_wp017_rev1_e,1983,2,0.9573736
Recommendation 150,Recommendation,1985,5,ATCM12_wp017_rev1_e,1983,2,0.8875527381896973,ATCM10_wp031_rev1_e,1979,6,0.9565693
Recommendation 150,Recommendation,1985,6,ATCM10_wp004_e,1979,6,0.8687565326690674,ATCM10_wp031_e,1979,6,0.9533793
Recommendation 150,Recommendation,1985,7,ATCM8_wp002_e,1975,10,0.8600620031356812,ATCM10_wp039_e,1979,6,0.94710773
Recommendation 150,Recommendation,1985,8,ATCM8_wp035_e,1975,10,0.8389526605606079,ATCM10_wp039_rev1_e,1979,6,0.9455202
Recommendation 150,Recommendation,1985,9,ATCM10_wp039_e,1979,6,0.837927520275116,ATCM8_wp002_e,1975,10,0.943264
Recommendation 150,Recommendation,1985,10,ATCM10_wp039_rev1_e,1979,6,0.837419867515564,ATCM10_wp004_e,1979,6,0.92869383
Recommendation 165,Recommendation,1987,1,ATCM8_wp036_e,1975,12,0.8994240760803223,ATCM9_wp084_e,1977,10,0.9161584
Recommendation 165,Recommendation,1987,2,ATCM8_wp002_e,1975,12,0.869476854801178,ATCM8_wp036_e,1975,12,0.91504526
Recommendation 165,Recommendation,1987,3,ATCM8_wp003_e,1975,12,0.8687025308609009,ATCM7_wp046_rev1_e,1972,15,0.9085895
Recommendation 165,Recommendation,1987,4,ATCM12_wp014_rev1_e,1983,4,0.8670105934143066,ATCM14_wp035_e,1987,0,0.9084272
Recommendation 165,Recommendation,1987,5,ATCM14_wp035_e,1987,0,0.8625032901763916,ATCM11_wp028_rev1_e,1981,6,0.90577334
Recommendation 165,Recommendation,1987,6,ATCM7_wp046_e,1972,15,0.856753945350647,ATCM7_wp046_e,1972,15,0.9046842
Recommendation 165,Recommendation,1987,7,ATCM7_wp046_rev1_e,1972,15,0.8525035381317139,ATCM8_wp003_e,1975,12,0.9040508
Recommendation 165,Recommendation,1987,8,ATCM9_wp084_e,1977,10,0.8498317003250122,ATCM16_wp020_e,1991,-4,0.89427346
Recommendation 165,Recommendation,1987,9,ATCM16_wp020_e,1991,-4,0.8497630953788757,ATCM12_wp014_rev1_e,1983,4,0.8895672
Recommendation 165,Recommendation,1987,10,ATCM11_wp028_rev1_e,1981,6,0.842883825302124,ATCM8_wp002_e,1975,12,0.8796026
nan 374,Untyped,1992,1,ATCM21_wp033_e,1997,-5,0.6529721021652222,ATCM21_wp033_e,1997,-5,0.88879734
nan 374,Untyped,1992,2,ATCM32_wp007_e,2009,-17,0.6517579555511475,ATCM27_wp048_rev1_e,2004,-12,0.7941296
nan 374,Untyped,1992,3,ATCM10_wp015_e,1979,13,0.6515095233917236,ATCM21_wp040_e,1997,-5,0.7915634
nan 374,Untyped,1992,4,ATCM21_wp001_e,1997,-5,0.6379297971725464,ATCM21_wp001_e,1997,-5,0.7889737
nan 374,Untyped,1992,5,ATCM27_wp008_e,2004,-12,0.6296600103378296,ATCM26_wp040_e,2003,-11,0.7086966
nan 374,Untyped,1992,6,ATCM28_wp056_e,2005,-13,0.6139016151428223,ATCM32_wp007_e,2009,-17,0.680539
nan 374,Untyped,1992,7,ATCM26_wp040_e,2003,-11,0.6010167598724365,ATCM26_wp003_e,2003,-11,0.63847464
nan 374,Untyped,1992,8,ATCM27_wp048_rev1_e,2004,-12,0.5999300479888916,ATCM28_wp056_e,2005,-13,0.61286587
nan 374,Untyped,1992,9,ATCM21_wp040_e,1997,-5,0.5978548526763916,ATCM27_wp008_e,2004,-12,0.6110107
nan 374,Untyped,1992,10,ATCM26_wp003_e,2003,-11,0.5923019647598267,ATCM10_wp015_e,1979,13,0.57138395
Measure 488,Measure,2011,1,ATCM38_wp008_e,2015,-4,0.8685129880905151,ATCM34_wp039_e,2011,0,0.97868
Measure 488,Measure,2011,2,ATCM34_wp039_e,2011,0,0.8385522365570068,ATCM38_wp008_e,2015,-4,0.96833336
Measure 488,Measure,2011,3,ATCM46_wp023_e,2024,-13,0.8086510896682739,ATCM45_wp023_e,2023,-12,0.92505413
Measure 488,Measure,2011,4,ATCM43_wp045_e,2021,-10,0.8061549663543701,ATCM45_wp024_e,2023,-12,0.91818
Measure 488,Measure,2011,5,ATCM45_wp023_e,2023,-12,0.8045759201049805,ATCM46_wp023_e,2024,-13,0.8715186
Measure 488,Measure,2011,6,ATCM39_wp027_e,2016,-5,0.8019819259643555,ATCM43_wp031_e,2021,-10,0.8648136
Measure 488,Measure,2011,7,ATCM43_wp031_e,2021,-10,0.8004810214042664,ATCM39_wp027_e,2016,-5,0.8643563
Measure 488,Measure,2011,8,ATCM35_wp060_e,2012,-1,0.7968677282333374,ATCM43_wp045_e,2021,-10,0.8636677
Measure 488,Measure,2011,9,ATCM35_wp058_e,2012,-1,0.7961565852165222,ATCM35_wp060_e,2012,-1,0.81850475
Measure 488,Measure,2011,10,ATCM45_wp024_e,2023,-12,0.7961379289627075,ATCM35_wp058_e,2012,-1,0.8179237
Measure 249,Measure,1998,1,ATCM38_wp026_e,2015,-17,0.8223860263824463,ATCM15_wp053_e,1989,9,0.90290105
Measure 249,Measure,1998,2,ATCM43_wp025_rev1_e,2021,-23,0.8074776530265808,ATCM15_wp032_rev1_e,1989,9,0.9023862
Measure 249,Measure,1998,3,ATCM15_wp039_e,1989,9,0.8061419725418091,ATCM15_wp039_e,1989,9,0.8939036
Measure 249,Measure,1998,4,ATCM16_wp001_e,1991,7,0.803635835647583,ATCM16_wp001_e,1991,7,0.8880229
Measure 249,Measure,1998,5,ATCM43_wp024_rev1_e,2021,-23,0.8015474677085876,ATCM38_wp026_e,2015,-17,0.8791883
Measure 249,Measure,1998,6,ATCM24_wp033_e,2001,-3,0.7989064455032349,ATCM16_wp054_e,1991,7,0.87497735
Measure 249,Measure,1998,7,ATCM14_wp037_e,1987,11,0.7979111075401306,ATCM14_wp037_e,1987,11,0.8715186
Measure 249,Measure,1998,8,ATCM15_wp053_e,1989,9,0.7943761348724365,ATCM43_wp024_rev1_e,2021,-23,0.85805386
Measure 249,Measure,1998,9,ATCM16_wp054_e,1991,7,0.7938804030418396,ATCM24_wp033_e,2001,-3,0.8546907
Measure 249,Measure,1998,10,ATCM15_wp032_rev1_e,1989,9,0.7933840751647949,ATCM43_wp025_rev1_e,2021,-23,0.80782473
Resolution 472,Resolution,2010,1,ATCM33_wp011_e,2010,0,0.9196898937225342,ATCM33_wp011_e,2010,0,0.9854741
Resolution 472,Resolution,2010,2,ATCM37_wp045_e,2014,-4,0.8378108739852905,ATCM31_wp038_e,2008,2,0.9537254
Resolution 472,Resolution,2010,3,ATCM31_wp038_e,2008,2,0.8350203037261963,ATCM33_wp001_e,2010,0,0.9415683
Resolution 472,Resolution,2010,4,ATCM42_wp061_e,2019,-9,0.8179373741149902,ATCM42_wp061_e,2019,-9,0.9375776
Resolution 472,Resolution,2010,5,ATCM15_wp026_e,1989,21,0.8146123886108398,ATCM37_wp045_e,2014,-4,0.9358408
Resolution 472,Resolution,2010,6,ATCM15_wp055_e,1989,21,0.8109362125396729,ATCM15_wp055_e,1989,21,0.92471486
Resolution 472,Resolution,2010,7,ATCM15_wp040_e,1989,21,0.7895297408103943,ATCM15_wp026_e,1989,21,0.9153107
Resolution 472,Resolution,2010,8,ATCM15_wp005_e,1989,21,0.7804473638534546,ATCM15_wp040_e,1989,21,0.90134907
Resolution 472,Resolution,2010,9,ATCM33_wp001_e,2010,0,0.7515762448310852,ATCM15_wp005_e,1989,21,0.88704807
Resolution 472,Resolution,2010,10,ATCM16_wp053_e,1991,19,0.7476518750190735,ATCM16_wp053_e,1991,19,0.8167574
Resolution 283,Resolution,2001,1,ATCM24_wp009_e,2001,0,0.8132140636444092,ATCM24_wp009_e,2001,0,0.9301036
Resolution 283,Resolution,2001,2,ATCM10_wp005_rev2_e,1979,22,0.7366313934326172,ATCM18_wp013_e,1994,7,0.86842555
Resolution 283,Resolution,2001,3,ATCM10_wp005_e,1979,22,0.7288820147514343,ATCM37_wp057_e,2014,-13,0.84877175
Resolution 283,Resolution,2001,4,ATCM10_wp005_rev1_e,1979,22,0.7218554019927979,ATCM10_wp005_rev2_e,1979,22,0.84265614
Resolution 283,Resolution,2001,5,ATCM18_wp013_e,1994,7,0.7007365822792053,ATCM10_wp005_e,1979,22,0.84213746
Resolution 283,Resolution,2001,6,ATCM37_wp057_e,2014,-13,0.6834717988967896,ATCM10_wp005_rev1_e,1979,22,0.8405733
Resolution 283,Resolution,2001,7,ATCM10_wp032_rev1_e,1979,22,0.6357713341712952,ATCM10_wp039_e,1979,22,0.7985641
Resolution 283,Resolution,2001,8,ATCM10_wp039_rev1_e,1979,22,0.6283992528915405,ATCM10_wp039_rev1_e,1979,22,0.7966724
Resolution 283,Resolution,2001,9,ATCM10_wp039_e,1979,22,0.6280128359794617,ATCM22_wp022_e,1998,3,0.76178664
Resolution 283,Resolution,2001,10,ATCM22_wp022_e,1998,3,0.6267026662826538,ATCM10_wp032_rev1_e,1979,22,0.6856128
Measure 510,Measure,2012,1,ATCM35_wp036_e,2012,0,0.8788332939147949,ATCM35_wp036_e,2012,0,0.9773362
Measure 510,Measure,2012,2,ATCM7_wp034_rev1_e,1972,40,0.8333770036697388,ATCM35_wp056_rev1_e,2012,0,0.9708651
Measure 510,Measure,2012,3,ATCM7_wp034_rev2_e,1972,40,0.8331735134124756,ATCM7_wp034_rev2_e,1972,40,0.96303636
Measure 510,Measure,2012,4,ATCM6_wp009_e,1970,42,0.8320922255516052,ATCM7_wp034_rev3_e,1972,40,0.96247613
Measure 510,Measure,2012,5,ATCM7_wp034_rev3_e,1972,40,0.8256002068519592,ATCM7_wp034_rev1_e,1972,40,0.9616204
Measure 510,Measure,2012,6,ATCM6_wp009_rev1_e,1970,42,0.8183877468109131,ATCM26_wp017_rev1_e,2003,9,0.9611855
Measure 510,Measure,2012,7,ATCM35_wp056_rev1_e,2012,0,0.7780728936195374,ATCM26_wp017_e,2003,9,0.9589395
Measure 510,Measure,2012,8,ATCM26_wp017_rev1_e,2003,9,0.7754617929458618,ATCM6_wp009_rev1_e,1970,42,0.9510695
Measure 510,Measure,2012,9,ATCM26_wp017_e,2003,9,0.7730461955070496,ATCM6_wp009_e,1970,42,0.94651765
Measure 510,Measure,2012,10,ATCM5_wp031_rev1_e,1968,44,0.7574883103370667,ATCM5_wp031_rev1_e,1968,44,0.9077548
Recommendation 133,Recommendation,1981,1,ATCM11_wp037_e,1981,0,0.965795636177063,ATCM10_wp048_rev2_e,1979,2,0.9426336
Recommendation 133,Recommendation,1981,2,ATCM9_wp057_e,1977,4,0.929572582244873,ATCM10_wp048_rev1_e,1979,2,0.9417828
Recommendation 133,Recommendation,1981,3,ATCM9_wp080_e,1977,4,0.9289963245391846,ATCM10_wp048_e,1979,2,0.93915886
Recommendation 133,Recommendation,1981,4,ATCM10_wp048_e,1979,2,0.9250494837760925,ATCM11_wp037_e,1981,0,0.93746316
Recommendation 133,Recommendation,1981,5,ATCM10_wp048_rev2_e,1979,2,0.9217004776000977,ATCM10_wp030_rev2_e,1979,2,0.933212
Recommendation 133,Recommendation,1981,6,ATCM10_wp048_rev1_e,1979,2,0.9189578890800476,ATCM10_wp030_rev1_e,1979,2,0.9330902
Recommendation 133,Recommendation,1981,7,ATCM10_wp030_e,1979,2,0.8967259526252747,ATCM9_wp057_e,1977,4,0.9296579
Recommendation 133,Recommendation,1981,8,ATCM10_wp030_rev1_e,1979,2,0.8880553245544434,ATCM9_wp080_e,1977,4,0.92368877
Recommendation 133,Recommendation,1981,9,ATCM8_wp049_e,1975,6,0.8878918886184692,ATCM10_wp030_e,1979,2,0.9217741
Recommendation 133,Recommendation,1981,10,ATCM10_wp030_rev2_e,1979,2,0.8869990110397339,ATCM8_wp049_e,1975,6,0.91253555
Decision 467,Decision,2010,1,ATCM26_wp011_e,2003,7,0.7762398719787598,ATCM26_wp005_e,2003,7,0.9301036
Decision 467,Decision,2010,2,ATCM27_wp030_rev1_e,2004,6,0.7636367082595825,ATCM27_wp030_rev1_e,2004,6,0.9079386
Decision 467,Decision,2010,3,ATCM26_wp005_e,2003,7,0.7571828961372375,ATCM26_wp011_e,2003,7,0.90169585
Decision 467,Decision,2010,4,ATCM30_wp044_e,2007,3,0.7509351968765259,ATCM30_wp044_e,2007,3,0.89737195
Decision 467,Decision,2010,5,ATCM25_wp046_e,2002,8,0.7434061765670776,ATCM27_wp029_e,2004,6,0.89033234
Decision 467,Decision,2010,6,ATCM18_wp008_e,1994,16,0.7382014393806458,ATCM24_wp037_e,2001,9,0.8854731
Decision 467,Decision,2010,7,ATCM27_wp029_e,2004,6,0.7346194982528687,ATCM25_wp046_e,2002,8,0.88246834
Decision 467,Decision,2010,8,ATCM24_wp037_e,2001,9,0.7249642610549927,ATCM25_wp049_e,2002,8,0.87604177
Decision 467,Decision,2010,9,ATCM28_wp068_e,2005,5,0.7210825085639954,ATCM28_wp068_e,2005,5,0.86181754
Decision 467,Decision,2010,10,ATCM25_wp049_e,2002,8,0.7208110690116882,ATCM18_wp008_e,1994,16,0.8462476
nan 313,Untyped,1985,1,ATCM12_wp027_rev1_e,1983,2,0.755753755569458,ATCM3_wp014_e,1964,21,0.8710806
nan 313,Untyped,1985,2,ATCM14_wp003_e,1987,-2,0.749925434589386,ATCM15_wp045_e,1989,-4,0.87020063
nan 313,Untyped,1985,3,ATCM11_wp036_e,1981,4,0.7459535598754883,ATCM14_wp003_e,1987,-2,0.8697588
nan 313,Untyped,1985,4,ATCM12_wp008_e,1983,2,0.7444360256195068,ATCM14_wp026_e,1987,-2,0.86041605
nan 313,Untyped,1985,5,ATCM3_wp022_rev1_e,1964,21,0.7373821139335632,ATCM8_wp032_e,1975,10,0.85517514
nan 313,Untyped,1985,6,ATCM14_wp026_e,1987,-2,0.7364022731781006,ATCM3_wp022_rev1_e,1964,21,0.8410961
nan 313,Untyped,1985,7,ATCM15_wp045_e,1989,-4,0.7345461845397949,ATCM12_wp008_e,1983,2,0.8202392
nan 313,Untyped,1985,8,ATCM3_wp014_e,1964,21,0.7339658737182617,ATCM11_wp036_e,1981,4,0.8004425
nan 313,Untyped,1985,9,ATCM8_wp032_e,1975,10,0.7330152988433838,ATCM12_wp027_rev1_e,1983,2,0.78766996
nan 313,Untyped,1985,10,ATCM28_wp054_e,2005,-20,0.729151725769043,ATCM28_wp054_e,2005,-20,0.73685527
Decision 437,Decision,2009,1,ATCM27_wp030_rev1_e,2004,5,0.8353993892669678,ATCM26_wp005_e,2003,6,0.9422097
Decision 437,Decision,2009,2,ATCM26_wp011_e,2003,6,0.8113703727722168,ATCM25_wp049_e,2002,7,0.92862916
Decision 437,Decision,2009,3,ATCM27_wp029_e,2004,5,0.7956148386001587,ATCM27_wp029_e,2004,5,0.92725796
Decision 437,Decision,2009,4,ATCM26_wp005_e,2003,6,0.7754583358764648,ATCM26_wp011_e,2003,6,0.9269279
Decision 437,Decision,2009,5,ATCM25_wp046_e,2002,7,0.7718849182128906,ATCM24_wp037_e,2001,8,0.92278904
Decision 437,Decision,2009,6,ATCM17_wp007_e,1992,17,0.7585911750793457,ATCM27_wp030_rev1_e,2004,5,0.909518
Decision 437,Decision,2009,7,ATCM18_wp008_e,1994,15,0.7414550185203552,ATCM25_wp046_e,2002,7,0.90738606
Decision 437,Decision,2009,8,ATCM25_wp049_e,2002,7,0.7378894090652466,ATCM18_wp008_e,1994,15,0.8818593
Decision 437,Decision,2009,9,ATCM24_wp037_e,2001,8,0.7365927696228027,ATCM25_wp044_e,2002,7,0.8736898
Decision 437,Decision,2009,10,ATCM25_wp044_e,2002,7,0.7360905408859253,ATCM17_wp007_e,1992,17,0.8379385
Measure 504,Measure,2012,1,ATCM44_wp043_e,2022,-10,0.9092634320259094,ATCM35_wp011_e,2012,0,0.97750866
Measure 504,Measure,2012,2,ATCM35_wp011_e,2012,0,0.8920338153839111,ATCM40_wp011_rev1_e,2017,-5,0.9727894
Measure 504,Measure,2012,3,ATCM40_wp011_rev1_e,2017,-5,0.8611611127853394,ATCM44_wp043_e,2022,-10,0.97258186
Measure 504,Measure,2012,4,ATCM38_wp026_e,2015,-3,0.799202024936676,ATCM38_wp026_e,2015,-3,0.9290166
Measure 504,Measure,2012,5,ATCM46_wp023_e,2024,-12,0.7971720695495605,ATCM35_wp044_e,2012,0,0.91401964
Measure 504,Measure,2012,6,ATCM35_wp044_e,2012,0,0.7936227917671204,ATCM46_wp023_e,2024,-12,0.9035839
Measure 504,Measure,2012,7,ATCM35_wp060_e,2012,0,0.7917141914367676,ATCM35_wp061_e,2012,0,0.8982678
Measure 504,Measure,2012,8,ATCM43_wp022_e,2021,-9,0.7916415333747864,ATCM43_wp022_e,2021,-9,0.8956505
Measure 504,Measure,2012,9,ATCM35_wp061_e,2012,0,0.7901980876922607,ATCM35_wp060_e,2012,0,0.8915658
Measure 504,Measure,2012,10,ATCM35_wp058_e,2012,0,0.7897404432296753,ATCM35_wp058_e,2012,0,0.88937515
Recommendation 175,Recommendation,1989,1,ATCM15_wp035_rev1_e,1989,0,0.9235074520111084,ATCM15_wp035_rev1_e,1989,0,0.97948
Recommendation 175,Recommendation,1989,2,ATCM8_wp035_e,1975,14,0.8067130446434021,ATCM10_wp031_rev1_e,1979,10,0.9379197
